"dataset","system","mr_type","mr","sys_ref","TER","Bleu_1","Bleu_2","Bleu_3","Bleu_4","ROUGE_L","NIST","LEPOR","CIDEr","METEOR","sim.mr.sys","lev.dist","sys.read.flesch","sys.cpw","sys.ref.len","sys.wps","sys.sps","sys.spw","sys.n.poly","sys.pspw","n.misspel","parser.sc.mean","parser.sc.max","informativeness","naturalness","quality","domain","inf_bin","nat_bin","qual_bin","inf_bin2","nat_bin2","qual_bin2"
"SFHOT","WEN","inform","inform(name='parker guest house',near='castro')","the parker guest house is near castro.",0.125,1,1,0.873580465,0.759835685,0.907063197,3.8817,0.236994307,3.06415037,0.537226631,0.8333333,20,90.9585714286,4.429,31,7,9,1.286,0,0,1,-66.107519567,-66.107519567,6,6,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='phoenix hotel',has_internet='yes')","phoenix hotel has internet.",0.2,0.71653131,0.71653131,0.71653131,0.02265871,0.835616438,6.1365,0.642246537,6.562727505,0.462227445,0.8,23,33.575,5.75,23,4,8,2,1,0.25,1,-48.1644081473,-48.1644081473,3,4,4,"HOTEL","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='pickwick hotel',address='85 5th st',phone='4154217500')","pickwick hotel is located at 85 5th st and the phone number is 4154217500.",0.265822785,1,1,0.961499713,0.903602003,0.909090909,2.967,0.598439085,3.678804819,0.540561236,0.6706557,49,88.905,4.286,60,14,15,1.071,1,0.071,1,-123.9464630485,-123.9464630485,6,6,3,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='pickwick hotel',area='noma',dogs_allowed='no')","pickwick hotel is in noma and does not allow dogs.",0,1,1,1,1,1,5.1044,0.661164968,6.921911624,1,0.8303108,39,78.245,4,40,10,14,1.4,0,0,0,-84.6419433951,-84.6419433951,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='pickwick hotel',price_range='moderate')","the pickwick hotel is in the moderate price range.",0.275862069,0.875,0.707106781,0.550321208,0.000076,0.809734513,5.6294,0.578108638,2.626820956,0.471412597,0.861449,37,75.5,4.556,41,9,13,1.444,1,0.111,0,-60.5357422233,-60.5357422233,6,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='pontiac hostel hotel',address='509 minna st',phone='4158637775')","the address for pontiac hostel hotel is 509 minna st. the phone number is 4158637775.",0.384615385,0.909090909,0.797724035,0.656408625,0.515662692,0.818181818,3.7375,0.614334116,2.795897157,0.436937737,0.79857993,44,76.5015384615,4.6,69,15,18,1.2,0,0,1,-145.9197143912,-145.9197143912,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='pontiac hostel hotel',area='noma')","the pontiac hostel hotel is in the noma area.",0.142857143,0.857142857,0.845154255,0.829826533,0.809106711,0.936061381,2.21,0.67979965,4.872152664,0.573534547,0.85714287,29,56.7,4,36,9,15,1.667,1,0.111,1,-71.0159363151,-71.0159363151,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='pontiac hostel hotel',has_internet='yes',address='509 minna st',phone='4158637775')","the pontiac hostel hotel has internet, and the address is 509 minna st and the phone number is 4158637775.",0.173913043,0.933333333,0.816496581,0.743050719,0.699428045,0.866666667,1.2072,0.709677284,2.596407325,0.565798854,0.9071256,51,70.1447058824,4.526,86,19,24,1.263,1,0.053,2,-171.2367462516,-171.2367462516,6,4,6,"HOTEL","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='pontiac hostel hotel',price_range='inexpensive')","pontiac hostel hotel is in the inexpensive price range.",0.25,0.857142857,0.755928946,0.699902805,0.643458884,0.857142857,3.2557,0.784344931,3.220682895,0.467688779,0.8787679,39,56.7,5.111,46,9,15,1.667,1,0.111,1,-76.2455810905,-76.2455810905,5,2,3,"HOTEL","good","bad","avg","Good+Avg","Bad","Good+Avg"
"SFHOT","WEN","inform","inform(name='pontiac hostel hotel',price_range='inexpensive')","the pontiac hostel hotel is in the inexpensive price range.",0.125,0.875,0.790569415,0.746900791,0.707106781,0.944690265,3.6206,0.771283942,3.31393094,0.515145708,0.8787679,38,61.325,4.9,49,10,16,1.6,1,0.1,1,-76.3658890128,-76.3658890128,5,4,3,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='queen anne hotel',area='little osaka',dogs_allowed='none')","there is not any information if the queen anne hotel in the little osaka area allows dogs.",1.047619048,0.428571429,0.18156826,0.0000014,0.000000004,0.343661972,2.4287,0.215177775,0.674539483,0.264579189,0.8810682,53,50.2388235294,4.294,73,17,28,1.647,3,0.176,1,-128.6814484,-128.6814484,3,1,1,"HOTEL","avg","bad","bad","Good+Avg","Bad","Bad"
"SFHOT","WEN","inform","inform(name='queen anne hotel',has_internet='yes',near='japantown')","queen anne hotel is near japantown and has internet.",0.25,1,0.816496581,0.510872955,0.000076,0.642105263,3.5474,0.637938426,3.029754662,0.463532224,0.866041,44,66.1,4.778,43,9,14,1.556,2,0.222,2,-94.5176987052,-94.5176987052,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='queen anne hotel',near='japantown')","the queen anne hotel is near japantown.",0,1,1,1,0.999999999,1,4.6699,1,4.178770851,1,0.84371454,20,78.8728571429,4.571,32,7,10,1.429,1,0.143,1,-67.4235672355,-67.4235672355,6,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='queen anne hotel',phone='4154412828')","the phone number for queen anne hotel is 4154412828.",0,1,1,1,1,1,8.2045,0.62046791,7.549728288,1,0.8272883,28,92.965,4.778,43,9,10,1.111,0,0,0,-82.1987518668,-82.1987518668,6,2,3,"HOTEL","good","bad","avg","Good+Avg","Bad","Good+Avg"
"SFHOT","WEN","inform","inform(name='queen anne hotel',type='hotel')","the queen anne hotel is a nice hotel.",0,1,1,1,1,1,3.4111,1,6.620971804,1,0.75585,25,92.965,3.625,29,8,10,1.25,0,0,0,-65.6021179557,-65.6021179557,6,4,5,"HOTEL","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',accepts_credit_cards='yes',near='haight')","the red victorian bed breakfast and arts cafe is near haight and accepts credit cards.",0.272727273,0.888888889,0.881917103,0.822070691,0.780115773,0.777777778,3.6688,0.642015038,2.881222892,0.540855971,0.9225558,49,73.17,4.733,71,15,21,1.4,1,0.067,2,-140.3158783317,-140.3158783317,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',accepts_credit_cards='yes',near='haight',has_internet='yes')","the red victorian bed breakfast and arts cafe near haight has internet and does accept credit cards.",0.654545455,0.403923176,0.277336303,0.175706617,0.0000256,0.306532663,1.4836,0.260393391,0.307019174,0.205818167,0.9290095,66,65.1682352941,4.882,83,17,25,1.471,2,0.118,3,-164.0054687858,-164.0054687858,6,4,2,"HOTEL","good","avg","bad","Good+Avg","Good+Avg","Bad"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',address='1665 haight st',phone='4158641978')","red victorian bed breakfast and arts cafe is located at 1665 haight st and the phone number is 4158641978.",0.4,0.622882134,0.576142592,0.51973405,0.480803246,0.704749679,5.0826,0.486295933,4.348556252,0.387580054,0.8527668,49,75.1211764706,4.579,87,19,23,1.211,2,0.105,2,-183.9376434684,-183.9376434684,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',address='1665 haight st',postcode='94117')","the address of the red victorian bed breakfast and arts cafe is 1665 haight st, 94117.",0.342857143,1,1,0.941036029,0.903602003,0.894428152,5.9709,0.446527852,3.71012226,0.436916574,0.8672183,41,83.8535714286,4.312,69,16,18,1.125,1,0.062,2,-160.8736175895,-160.8736175895,6,5,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',area='haight ashbury')","the red victorian bed breakfast and arts cafe is in the haight ashbury area.",0.3,1,1,1,0.930604859,1,4.8954,0.760213174,3.308952779,0.469188821,0.9139583,29,59.6821428571,4.429,62,14,22,1.571,3,0.214,3,-125.5707153678,-125.5707153678,6,4,4,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',near='haight')","the red victorian bed breakfast and arts cafe is near haight.",0.13253012,1,1,1,0.999999999,1,6.8325,0.488385278,3.827392093,1,0.8948379,20,80.3063636364,4.545,50,11,15,1.364,1,0.091,2,-105.7446808219,-105.7446808219,6,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',near='haight',has_internet='yes')","red victorian bed breakfast and arts cafe is near haight and has internet.",0,1,1,1,1,1,7.5889,0.65294097,5.69375896,1,0.90535414,32,69.9938461538,4.692,61,13,19,1.462,2,0.154,3,-133.8071350455,-133.8071350455,5,5,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',near='haight',price_range='moderate')","the red victorian bed breakfast and arts cafe is an moderate hotel near haight.",0.365853659,0.584100587,0.441538541,0.293587429,0.0000446,0.579113924,4.0077,0.390212449,1.2382001,0.312494171,0.8094808,45,65.725,4.643,65,14,21,1.5,2,0.143,2,-128.3148559928,-128.3148559928,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',phone='4158641978')","the phone number for red victorian bed breakfast and arts cafe is 4158641978.",0,1,1,1,1,1,5.2775,0.875,4.068164426,1,0.87988394,28,74.805,4.923,64,13,17,1.308,1,0.077,1,-120.2913421988,-120.2913421988,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',price_range='moderate')","the red victorian bed breakfast and arts cafe is in the moderate price range.",0,1,1,1,1,1,9.1961,0.541588275,4.570038877,1,0.9166986,37,71.7678571429,4.5,63,14,20,1.429,2,0.143,1,-113.4073089957,-113.4073089957,6,4,4,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',price_range='moderate',address='1665 haight st',phone='4158641978')","red victorian bed breakfast and arts cafe is located at 1665 haight st, and the phone number is 4158641978. it is moderately priced.",0.670731707,0.81077272,0.698281149,0.59489254,0.506186242,0.648443432,4.1047,0.502522504,1.461615784,0.40267727,0.78749585,88,64.6628571429,4.652,107,23,30,1.304,3,0.13,2,-104.1344227195,-25.067499578,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',price_range='moderate',phone='4158641978')","the red victorian bed breakfast and arts cafe is moderately priced. the phone number is 4158641978.",0.317460317,0.9,0.836660026,0.759147243,0.658037006,0.786734224,2.7805,0.596559545,1.36747009,0.417034559,0.8776497,48,61.89,5.125,82,16,23,1.438,2,0.125,1,-70.0868992209,-39.6397041678,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='red victorian bed breakfast and arts cafe',type='hotel')","the red victorian bed breakfast and arts cafe is a nice hotel.",0,1,1,1,1,1,5.4045,1,6.867317937,1,0.8420367,25,74.805,4.167,50,12,17,1.417,1,0.083,1,-105.2165130973,-105.2165130973,6,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='ritz carlton club',area='financial district')","the ritz carlton club is in the financial district area.",0.5,0.558376335,0.550566491,0.540581415,0.527083713,0.68411215,3.4765,0.35015363,1.781460609,0.336639843,0.88225067,29,61.325,4.6,46,10,16,1.6,2,0.2,0,-74.2296203971,-74.2296203971,5,5,3,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='san francisco inn civic center',has_internet='yes')","san francisco inn civic center has internet.",0,0.999999999,0.999999999,0.999999999,0.031622777,1,1.2108,0.542002853,4.70610443,1,0.8105828,23,42.6157142857,5.286,37,7,13,1.857,2,0.286,1,-91.5046448112,-91.5046448112,6,6,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='san francisco marriott marquis',address='780 mission st',phone='4158961600')","the san francisco marriott marquis is located at 780 mission st and the phone number is 4158961600.",0.454545455,0.75,0.583874208,0.40852897,0.0000525,0.788793103,4.2712,0.536724388,1.481368129,0.359702522,0.7356604,48,67.53,4.824,82,17,22,1.294,2,0.118,1,-162.9452881217,-162.9452881217,5,4,4,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='san francisco marriott marquis',dogs_allowed='none',accepts_credit_cards='yes')","the san francisco marriott marquis allows dogs and accepts credit cards.",0.727272727,0.486750489,0.232711244,0.00000192,5.75E-009,0.326785714,3.4259,0.402372626,1.027345736,0.328830552,0.80687344,38,57.2336363636,5.545,61,11,18,1.636,1,0.091,1,-117.3604797721,-117.3604797721,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='san francisco marriott marquis',near='soma')","the san francisco marriott marquis is near soma.",0,1,1,1,0.999999999,1,6.3966,1,9.388078854,1,0.41666666,20,61.24,5,40,8,13,1.625,1,0.125,1,-89.8923096061,-89.8923096061,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='san remo hotel',address='2237 mason st')","the address for san remo hotel is 2237 mason st.",0.125,0.846481725,0.757116271,0.623693067,0.000091,0.910447761,8.1621,0.784693362,5.37942124,0.484066985,0.8962626,27,84.9,3.8,38,10,12,1.2,0,0,1,-110.7054046988,-110.7054046988,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='san remo hotel',address='2237 mason st',phone='4157768688')","the address for san remo hotel is 2237 mason st. the phone number is 4157768688.",0.454545455,0.818181818,0.639602149,0.449644313,0.326497103,0.727272727,3.4012,0.60160547,1.946622718,0.410795465,0.74887586,44,83.0092307692,4.267,64,15,17,1.133,0,0,1,-146.7319549918,-146.7319549918,6,4,4,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='san remo hotel',area='north beach')","the san remo hotel is in the north beach area.",0,1,1,1,1,1,8.3468,0.168186102,4.339866024,1,0.83865225,29,78.245,3.6,36,10,14,1.4,1,0.1,1,-82.3559479117,-82.3559479117,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='seal rock inn',accepts_credit_cards='yes',near='outer richmond')","the seal rock inn is near outer richmond and accepts credit cards.",0.363636364,0.666666667,0.5,0.00000329,8.78E-009,0.713450292,4.0971,0.3191398,1.12212116,0.435969678,0.905346,56,81.855,4.5,54,12,16,1.333,0,0,0,-116.7747253776,-116.7747253776,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='seal rock inn',address='545 point lobos ave',postcode='94121')","the address for the seal rock inn is 545 point lobos ave and the postcode is 94121.",0.444444444,0.916666667,0.866025404,0.806714323,0.73488892,0.880577428,5.7459,0.147192265,2.713182612,0.429842161,0.87182826,44,84.45,3.882,66,17,19,1.118,0,0,1,-155.0225891471,-155.0225891471,6,3,3,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='seal rock inn',area='outer richmond')","the seal rock inn is in the outer richmond area.",0.125,1,1,1,1,1,6.4629,0.589225025,3.741457065,1,0.8790801,29,78.245,3.8,38,10,14,1.4,1,0.1,0,-83.7078461051,-83.7078461051,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='seal rock inn',near='outer richmond')","the seal rock inn is near outer richmond.",0,1,1,1,0.999999999,1,6.8325,0.569555996,3.789338255,1,0.86180586,20,92.965,4.125,33,8,10,1.25,0,0,0,-81.7755951285,-81.7755951285,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='seal rock inn',near='outer richmond',accepts_credit_cards='yes')","the seal rock inn is near outer richmond and accepts credit cards.",0.41025641,0.666666667,0.5,0.00000329,8.78E-009,0.713450292,3.5718,0.324282783,1.197387293,0.435969678,0.905346,32,81.855,4.5,54,12,16,1.333,0,0,0,-116.7747253776,-116.7747253776,6,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='seal rock inn',price_range='moderate',address='545 point lobos ave',phone='4157528000')","seal rock inn is in the moderate price range. they are located at 545 point lobos ave and their phone number is 4157528000.",0.652173913,0.833333333,0.766964989,0.636077029,0.511828502,0.645502646,4.0656,0.375964173,1.973574652,0.435394471,0.79441494,74,72.72,4.304,99,23,28,1.217,2,0.087,0,-99.1208099723,-75.4954285026,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='seal rock inn',type='hotel')","the seal rock inn is a nice hotel.",0,1,1,1,1,1,6.3144,0.442444702,2.736836239,1,0.750909,25,103.54,3.25,26,8,9,1.125,0,0,0,-66.5590423942,-66.5590423942,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='sir francis drake c a kimpton hotel',price_range='pricey',area='downtown')","the sir francis drake c a kimpton hotel is in the downtown area and it is pricey.",0.470588235,0.818181818,0.70064905,0.546965508,0.378179043,0.712854758,2.144,0.603486021,2.225289037,0.481336034,0.89004004,50,75.1211764706,3.765,64,17,23,1.353,1,0.059,1,-136.6102508903,-136.6102508903,6,6,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='stanford court san francisco',price_range='pricey',area='nob hill')","the stanford court san francisco is in the nob hill area and it is pricey.",0.545454545,0.727272727,0.603022689,0.494897603,0.35084397,0.672440945,4.7187,0.587953564,2.642459542,0.408563789,0.8784515,48,73.17,3.933,59,15,21,1.4,2,0.133,0,-121.1219696403,-121.1219696403,5,4,4,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='suites at fisherman 7s wharf',accepts_credit_cards='yes')","suites at fisherman 7s wharf accepts credit cards.",0.333333333,0.584100587,0.550695315,0.49061375,0.0000979,0.653571429,6.2329,0.420573592,2.799175792,0.458294033,0.8935143,24,82.39,5.25,42,8,11,1.375,1,0.125,0,-92.1875824332,-92.1875824332,5,5,3,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='suites at fisherman 7s wharf',phone='4157710200')","the phone number for suites at fisherman 7s wharf is 4157710200.",0.545454545,0.857142857,0.534522484,0.00000385,1.09E-008,0.780051151,3.2393,0.50916456,2.969960321,0.447934773,0.8484424,28,95.165,4.818,53,11,12,1.091,1,0.091,0,-104.7898620963,-104.7898620963,5,5,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='super 8 hotel of san francisco',address='1015 geary st',phone='4156735232')","super 8 hotel of san francisco is located at 1015 geary st and the phone number is 4156735232.",0.418604651,0.747082404,0.69102318,0.623366993,0.576673539,0.738896366,4.5569,0.544115127,3.609226617,0.427593379,0.84394187,49,67.53,4.222,76,18,22,1.222,2,0.111,1,-172.4230865836,-172.4230865836,6,3,5,"HOTEL","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='super 8 hotel of san francisco',address='1015 geary st',phone='4156735232')","the address of super 8 hotel of san francisco is 1015 geary st. the phone number is 4156735232.",0.139534884,0.913100716,0.816702109,0.696826263,0.527178944,0.903095559,7.1428,0.558299178,3.961615535,0.500322353,0.9144772,44,73.17,4.222,76,18,21,1.167,1,0.056,1,-172.7967438102,-172.7967438102,5,4,3,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='super 8 hotel of san francisco',area='cathedral hill')","the super 8 hotel of san francisco is in the cathedral hill area.",0.296296296,0.857142857,0.755928946,0.699902805,0.643458884,0.85915493,5.3666,0.522598212,4.015874345,0.469188821,0.9087741,29,53.655,4,52,13,20,1.538,3,0.231,0,-111.859838903,-111.859838903,6,4,5,"HOTEL","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='super 8 san francisco funion square area',dogs_allowed='none',phone='8005369326')","super 8 san francisco funion square area will not allow dogs. they can be reached at this number, 8005369326.",0.75,0.461538462,0.277350098,0.191229396,0.0000289,0.507628294,2.939,0.33699795,1.025707335,0.352677744,0.62917244,62,65.1682352941,4.632,88,19,25,1.316,2,0.105,1,-86.5085071922,-53.0183891654,6,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='super 8 san francisco funion square area',phone='8005369326')","the phone number for super 8 san francisco funion square area is 8005369326.",0,1,1,1,1,1,5.2775,1,7.368523757,1,0.7136982,28,57.2336363636,4.846,63,13,18,1.385,2,0.154,1,-134.1393646598,-134.1393646598,6,4,4,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='super 8 san francisco funion square area',price_range='inexpensive')","the super 8 san francisco funion square area is in the inexpensive price range.",0.651162791,0.5,0.377964473,0.287684791,0.0000467,0.709302326,2.5607,0.32149236,1.494370296,0.374508595,0.8984512,38,50.4707692308,4.643,65,14,22,1.571,3,0.214,1,-126.1324524283,-126.1324524283,6,5,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='super 8 san francisco funion square area',price_range='inexpensive',address='415 ofarrell st')","super 8 san francisco funion square area is inexpensive, and the address is 415 ofarrell st.",0.777777778,0.375,7.32E-009,2.07E-011,1.16E-012,0.375,2.6277,0.370546915,1.513064215,0.203389831,0.7344744,41,41.5535714286,4.688,75,16,25,1.562,4,0.25,2,-176.0329871178,-176.0329871178,5,6,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='sw hotel',area='chinatown',has_internet='yes')","sw hotel in the chinatown area has internet.",0.391304348,0.714285714,0.487950036,0.00000362,1.04E-008,0.85915493,4.4364,0.704559797,2.555532522,0.434568019,0.85714287,35,50.665,4.5,36,8,14,1.75,3,0.375,3,-74.824316442,-74.824316442,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='sw hotel',has_internet='yes',area='chinatown')","sw hotel in the chinatown area has internet.",0.36,0.714285714,0.34503278,0.00000288,8.78E-009,0.714285714,2.9564,0.704559797,2.221099627,0.352486729,0.85714287,43,50.665,4.5,36,8,14,1.75,3,0.375,3,-74.824316442,-74.824316442,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='taj campton place',dogs_allowed='yes')","the taj campton place allows dogs.",0,1,0.999999999,0.999999999,0.999999999,1,10.1925,0.305590956,6.326163332,1,0.86498106,27,87.945,4.667,28,6,8,1.333,0,0,1,-62.2442497611,-62.2442497611,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='taj campton place',type='hotel')","taj campton place is a nice hotel.",0,1,1,1,0.999999999,1,6.768,1,9.654324631,1,0.7534592,26,90.9585714286,3.857,27,7,9,1.286,0,0,1,-66.5342926383,-66.5342926383,3,3,3,"HOTEL","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='taj campton place',type='hotel')","the taj campton place is a nice hotel.",0,1,1,1,1,1,8.5722,0.74250195,9.654324631,1,0.7534592,25,92.965,3.75,30,8,10,1.25,0,0,1,-65.7886871696,-65.7886871696,6,5,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='taylor hotel union square',has_internet='yes')","taylor hotel union square has internet.",0.333333333,0.999999999,0.999999999,0.999999999,0.031622777,1,5.9637,0.542002853,7.5,1,0.85714287,23,45.645,5.5,33,6,11,1.833,1,0.167,1,-70.9852814078,-70.9852814078,6,6,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the carriage inn',dogs_allowed='no')","the carriage inn does not allow dogs.",0,1,1,1,0.999999999,1,8.7307,1,6.769701957,1,0.84247786,28,90.9585714286,4.286,30,7,9,1.286,0,0,0,-60.4630340934,-60.4630340934,5,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the carriage inn',has_internet='yes',dogs_allowed='no')","the carriage inn does not allow dogs, has internet access.",0.363636364,0.875,0.707106781,0.550321208,0.427287006,0.625,5.1823,0.350916801,2.547183592,0.458468143,0.8053949,50,69.785,4.7,47,10,15,1.5,1,0.1,1,-100.2819427848,-100.2819427848,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the carriage inn',phone='4155528600')","the phone number for the carriage inn is 4155528600.",0,1,1,1,1,1,8.2045,0.875,4.540880878,1,0.79453295,28,92.965,4.778,43,9,10,1.111,0,0,0,-73.6512207389,-73.6512207389,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the carriage inn',phone='4155528600')","the phone number of the carriage inn is 4155528600.",0,1,1,1,1,1,6.4138,1,4.553062786,1,0.79453295,27,92.965,4.667,42,9,10,1.111,0,0,0,-71.8808349967,-71.8808349967,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the donatello',has_internet='yes')","the donatello has internet.",0.818181818,0.064647979,1.77E-009,6.72E-012,7.37E-011,0.140229885,0.2627,0.057298975,0.212477343,0.121518987,0.75,23,12.425,5.75,23,4,9,2.25,2,0.5,2,-37.7008346915,-37.7008346915,6,6,3,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the fairmont san francisco',accepts_credit_cards='yes')","the fairmont san francisco does accept credit cards.",0.727272727,0.4,0.00000001,3.22E-011,2.02E-012,0.4,2.4176,0.486302239,0.417381569,0.344784117,0.878302,29,61.24,5.5,44,8,13,1.625,1,0.125,1,-81.126547277,-81.126547277,6,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
